,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
11183,Sakamoto Desu ga?,Haven't You Heard? I'm Sakamoto,坂本ですが？,TV,Manga,Kadokawa Shoten,Slice of Life,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,7.67,160029.0,1191.0,207.0,1481.0,Fridays at 02:28 (JST),Spring,2016
11189,Stella no Mahou,Magic of Stella,ステラのまほう,TV,4-koma manga,Kadokawa Shoten,Slice of Life,Silver Link.,12.0,23 min per ep,PG-13 - Teens 13 or older,6.91,9355.0,3998.0,2391.0,37.0,Mondays at 22:30 (JST),Fall,2016
11196,Kamiwaza Wanda,Kamiwaza Wanda,カミワザ・ワンダ,TV,Original,TBS,Sci-Fi,TMS Entertainment,47.0,24 min per ep,PG - Children,5.03,29.0,11540.0,10549.0,0.0,Saturdays at 07:00 (JST),Spring,2016
11198,Neko Neko Nihonshi,Meow Meow Japanese History,ねこねこ日本史,TV,Web manga,,Kids,Joker Films,32.0,9 min per ep,G - All Ages,6.27,85.0,6781.0,8416.0,3.0,Wednesdays at 18:45 (JST),Spring,2016
11202,Duel Masters VSRF,Duel Masters Versus Revolution Final,デュエル・マスターズVSRF,TV,Original,TV Tokyo,Comedy,Studio Hibari,51.0,24 min per ep,PG-13 - Teens 13 or older,5.53,77.0,8870.0,9191.0,3.0,Sundays at 08:30 (JST),Spring,2016
11204,Telemonster,Telemans,텔레몬스터,TV,Original,,Adventure,,52.0,2 min per ep,PG - Children,6.06,18.0,13222.0,11411.0,0.0,Unknown,Winter,2016
11208,Seisen Cerberus: Ryuukoku no Fatalités,Cerberus,聖戦ケルベロス　竜刻のファタリテ,TV,Game,TV Tokyo,Fantasy,Bridge,13.0,24 min per ep,R - 17+ (violence & profanity),5.75,25449.0,8388.0,1310.0,91.0,Tuesdays at 01:35 (JST),Spring,2016
11209,The Snack World (TV),Snack World (TV),スナックワールド (TV),TV,Original,TOHO animation,Adventure,OLM,50.0,23 min per ep,G - All Ages,6.15,20.0,13269.0,10712.0,0.0,Thursdays at 19:25 (JST),Spring,2017
11212,12-sai.: Chicchana Mune no Tokimeki,12 years old.-The tiny crumbs ~,12歳。～ちっちゃなムネのトキメキ～,TV,Manga,Shogakukan Productions,School,OLM,12.0,24 min per ep,PG - Children,6.56,8447.0,5516.0,2886.0,39.0,Mondays at 19:30 (JST),Spring,2016
11213,Okusama ga Seitokaichou!+!,My Wife is the Student Council President!+,おくさまが生徒会長!＋!,TV,Manga,DAX Production,Shounen,Seven,12.0,8 min per ep,R+ - Mild Nudity,6.79,43909.0,4486.0,1083.0,94.0,Sundays at 22:30 (JST),Fall,2016
11214,Onigiri,Onigiri,鬼斬,TV,Game,Being,Supernatural,Pierrot Plus,13.0,4 min per ep,PG-13 - Teens 13 or older,5.43,6427.0,9096.0,2857.0,24.0,Thursdays at 01:00 (JST),Spring,2016
11215,Gi(a)rlish Number,Girlish Number,ガーリッシュ ナンバー,TV,Original,Frontier Works,Slice of Life,Diomedea,12.0,24 min per ep,PG-13 - Teens 13 or older,6.96,26080.0,3803.0,1254.0,139.0,Fridays at 02:28 (JST),Fall,2016
11216,Endride,Endride,エンドライド,TV,Original,VAP,Adventure,Brain's Base,24.0,23 min per ep,PG-13 - Teens 13 or older,5.76,11335.0,8348.0,1646.0,56.0,Sundays at 01:55 (JST),Spring,2016
11219,Youjo Senki,The Saga of Tanya the Evil,幼女戦記,TV,Light novel,Media Factory,Military,Nut,12.0,24 min per ep,R - 17+ (violence & profanity),8.13,158692.0,410.0,245.0,4502.0,Fridays at 22:00 (JST),Winter,2017
11230,Coral no Tanken,Coral Investigates,コラルの探検,TV,Other,TBS,Adventure,,50.0,25 min per ep,G - All Ages,5.78,18.0,10730.0,13511.0,0.0,Saturdays at Unknown,Spring,1979
11240,Handa-kun,Handa-kun,はんだくん,TV,Manga,Square Enix,Shounen,Diomedea,12.0,24 min per ep,PG-13 - Teens 13 or older,7.46,57162.0,1810.0,725.0,420.0,Fridays at 01:58 (JST),Summer,2016
11241,Petit Petit Muse,Petit Petit Muse,쁘띠쁘띠 뮤즈,TV,Original,KBS,Cars,,26.0,25 min per ep,G - All Ages,6.25,24.0,12564.0,12030.0,1.0,Sundays at 07:30 (JST),Winter,2008
11243,Bananya,Bananya,ばなにゃ,TV,Original,TMS Entertainment,Slice of Life,Gathering,13.0,3 min per ep,G - All Ages,6.79,17909.0,4453.0,1998.0,210.0,Mondays at 20:55 (JST),Summer,2016
11248,Battle Spirits: Double Drive,Battle Spirits Double Drive,バトルスピリッツ ダブルドライブ,TV,Card game,,Action,Bandai Namco Pictures,51.0,24 min per ep,PG - Children,6.02,104.0,7647.0,9089.0,3.0,Wednesdays at 17:55 (JST),Spring,2016
11249,Udon no Kuni no Kiniro Kemari,Poco's Udon World,うどんの国の金色毛鞠,TV,Manga,VAP,Fantasy,LIDENFILMS,12.0,22 min per ep,PG-13 - Teens 13 or older,7.79,27952.0,919.0,1322.0,348.0,Sundays at 01:55 (JST),Fall,2016
11251,Uchuu Patrol Luluco,Space Patrol Luluco,宇宙パトロールルル子,TV,Original,Half H.P Studio,Adventure,Trigger,13.0,7 min per ep,PG-13 - Teens 13 or older,7.68,49190.0,1169.0,983.0,903.0,Fridays at 22:30 (JST),Spring,2016
11252,Kagewani: Shou,Kagewani -II-,影鰐-KAGEWANI-承,TV,Original,Directions,Thriller,Tomovies,13.0,7 min per ep,R - 17+ (violence & profanity),6.52,5867.0,5711.0,3450.0,17.0,Fridays at 22:40 (JST),Spring,2016
11254,Keijo!!!!!!!!,Keijo!!!!!!!!,競女!!!!!!!!,TV,Manga,Sotsu,Shounen,Xebec,12.0,23 min per ep,PG-13 - Teens 13 or older,7.26,93374.0,2623.0,441.0,895.0,Thursdays at 23:30 (JST),Fall,2016
11255,Flowering Heart,Flowering Heart,플라워링하트,TV,Original,EBS,Magic,,26.0,13 min per ep,PG - Children,6.43,118.0,6060.0,9307.0,7.0,Mondays at 18:05 (JST),Winter,2016
11258,Fukigen na Mononokean,The Morose Mononokean,不機嫌なモノノケ庵,TV,Web manga,Square Enix,Demons,Pierrot Plus,13.0,24 min per ep,PG-13 - Teens 13 or older,7.46,30163.0,1804.0,1252.0,341.0,Tuesdays at 23:30 (JST),Summer,2016
11259,Ozmafia!!,Ozmafia,オズマフィア,TV,Visual novel,Hobi Animation,Historical,Creators in Pack,12.0,5 min per ep,PG-13 - Teens 13 or older,5.5,4620.0,8934.0,3422.0,17.0,Thursdays at 00:00 (JST),Summer,2016
11267,Orange,Orange,orange（オレンジ）,TV,Manga,TMS Entertainment,Romance,Telecom Animation Film,13.0,24 min per ep,PG-13 - Teens 13 or older,7.71,147662.0,1096.0,226.0,2912.0,Mondays at 00:00 (JST),Summer,2016
11298,Puzzle & Dragons Cross,Puzzle & Dragons X,パズドラクロス,TV,Game,Audio Planning U,Kids,Studio Pierrot,89.0,24 min per ep,PG-13 - Teens 13 or older,6.73,658.0,4781.0,4781.0,25.0,Mondays at 18:25 (JST),Summer,2016
11308,Future Card Buddyfight Triple D,Future Card Buddyfight Triple D,フューチャーカード バディファイトDDD,TV,Card game,Bushiroad,Game,Xebec,51.0,23 min per ep,PG - Children,6.54,523.0,5623.0,7500.0,6.0,Saturdays at 08:00 (JST),Spring,2016
11313,Mobile Suit Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,機動戦士ガンダムUC（ユニコーン）RE:0096,TV,Novel,Bandai Visual,Mecha,Sunrise,22.0,23 min per ep,PG-13 - Teens 13 or older,7.57,6701.0,1464.0,3082.0,80.0,Sundays at 07:00 (JST),Spring,2016
11321,Cardfight!! Vanguard G: Stride Gate-hen,Cardfight!! Vanguard G Stride Gate,カードファイト!! ヴァンガードG ストライドゲート編,TV,Original,,Shounen,TMS Entertainment,24.0,24 min per ep,PG-13 - Teens 13 or older,6.92,1731.0,3945.0,5488.0,9.0,Sundays at 10:00 (JST),Spring,2016
11324,Nyanbo!,Nyanbo!,にゃんぼー!,TV,Manga,,Comedy,Shirogumi,26.0,5 min per ep,PG - Children,6.35,1424.0,6435.0,5311.0,7.0,Tuesdays at 06:40 (JST),Fall,2016
11335,Xiong Chumo Zhi: Conglin Zongdongyuan,Boonie Bears: Forest Frenzy,熊出没之丛林总动员,TV,Original,,Kids,,104.0,13 min per ep,PG - Children,4.13,24.0,13556.0,13660.0,0.0,Unknown,Summer,2013
11336,Xiong Chumo Zhi: Chunri Dui Dui Peng,Boonie Bears: Spring into Action,熊出没之春日对对碰,TV,Original,,Comedy,,52.0,13 min per ep,PG - Children,4.08,24.0,13555.0,13659.0,0.0,Unknown,Fall,2014
11341,Amaama to Inazuma,Sweetness & Lightning,甘々と稲妻,TV,Manga,Toei Video,Slice of Life,TMS Entertainment,12.0,24 min per ep,PG-13 - Teens 13 or older,7.56,73987.0,1477.0,550.0,609.0,Tuesdays at 01:05 (JST),Summer,2016
11342,Nobunaga no Shinobi,Ninja Girl & Samurai Master,信長の忍び,TV,4-koma manga,,Historical,TMS Entertainment,26.0,3 min per ep,PG - Children,7.1,6415.0,3297.0,3230.0,20.0,Tuesdays at 21:55 (JST),Fall,2016
11343,Chou Shounen Tanteidan Neo,Super Shonen Detectives NEO,超・少年探偵団NEO,TV,Novel,Tokyo MX,Mystery,DLE,13.0,4 min per ep,PG-13 - Teens 13 or older,5.07,192.0,9673.0,7285.0,2.0,Mondays at 21:55 (JST),Winter,2017
11349,Senki Zesshou Symphogear AXZ,Senki Chogi Symphogear AXZ <Axis>,戦姫絶唱シンフォギアAXZ〈アクシズ〉,TV,Original,Memory-Tech,Music,Satelight,13.0,24 min per ep,PG-13 - Teens 13 or older,7.67,5817.0,1193.0,3180.0,356.0,Sundays at 01:00 (JST),Summer,2017
11350,Panpaka Pants,Panpaka Pantsu,パンパカパンツ,TV,Original,Shizuoka Broadcasting System,Kids,DLE,27.0,15 sec per ep,G - All Ages,5.0,18.0,12519.0,12412.0,2.0,Unknown,Fall,2008
11370,Brave Witches,Brave Witches,第502統合戦闘航空団 ブレイブウィッチーズ,TV,Original,Nippon Columbia,Magic,Silver Link.,12.0,23 min per ep,R+ - Mild Nudity,6.88,11656.0,4080.0,2020.0,101.0,Thursdays at 01:35 (JST),Fall,2016
11371,Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,文豪ストレイドッグス,TV,Manga,Lantis,Supernatural,Bones,12.0,23 min per ep,R - 17+ (violence & profanity),8.3,126026.0,247.0,344.0,2510.0,Fridays at 22:30 (JST),Fall,2016
11379,ēlDLIVE,elDLIVE,エルドライブ 【ēlDLIVE】,TV,Manga,Yomiuri Telecasting,Police,Studio Pierrot,12.0,24 min per ep,PG-13 - Teens 13 or older,6.27,11378.0,6758.0,2095.0,46.0,Sundays at 22:00 (JST),Winter,2017
11381,Tiger Mask W,Tiger Mask W,タイガーマスクW,TV,Manga,TV Asahi,Sports,Toei Animation,38.0,23 min per ep,PG-13 - Teens 13 or older,7.07,3906.0,3419.0,3322.0,46.0,Sundays at 02:30 (JST),Fall,2016
11385,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア,TV,Light novel,Genco,Action,J.C.Staff,12.0,25 min per ep,PG-13 - Teens 13 or older,7.11,71443.0,3240.0,512.0,385.0,Saturdays at 00:30 (JST),Spring,2017
11394,Watashi ga Motete Dousunda,"Kiss Him, Not Me!",私がモテてどうすんだ,TV,Manga,TBS,Shoujo,Brain's Base,12.0,23 min per ep,PG-13 - Teens 13 or older,7.37,73306.0,2213.0,562.0,1051.0,Fridays at 01:58 (JST),Fall,2016
11396,Eromanga-sensei,Eromanga Sensei,エロマンガ先生,TV,Light novel,Aniplex,Drama,A-1 Pictures,12.0,23 min per ep,PG-13 - Teens 13 or older,6.83,165873.0,4281.0,258.0,1836.0,Sundays at 00:30 (JST),Spring,2017
11399,Bishoujo Yuugi Unit Crane Game Girls,Crane Game Girls,美少女遊戯ユニットクレーンゲール Crane Game Girls,TV,Original,,Comedy,Kyotoma,13.0,4 min per ep,PG - Children,4.43,2296.0,10145.0,4962.0,4.0,Wednesdays at 22:00 (JST),Spring,2016
11404,Urara Meirochou,Urara Meirocho,うらら迷路帖,TV,4-koma manga,TBS,Slice of Life,J.C.Staff,12.0,24 min per ep,PG-13 - Teens 13 or older,7.19,23493.0,2927.0,1160.0,326.0,Fridays at 01:58 (JST),Winter,2017
11412,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,TV,Manga,TOHO animation,Comedy,Production I.G,10.0,24 min per ep,PG-13 - Teens 13 or older,8.97,191364.0,16.0,255.0,5244.0,Saturdays at 01:55 (JST),Fall,2016
11413,Gin no Guardian,The Silver Guardian,銀の墓守り〈ガーディアン〉,TV,Web manga,Emon,Fantasy,Haoliners Animation League,12.0,13 min per ep,PG-13 - Teens 13 or older,6.34,23191.0,6471.0,1401.0,101.0,Saturdays at 21:00 (JST),Spring,2017
11414,Kono Subarashii Sekai ni Shukufuku wo! 2,KonoSuba: God's Blessing on This Wonderful World! 2,この素晴らしい世界に祝福を！ 2,TV,Light novel,Kadokawa Shoten,Adventure,Studio Deen,10.0,23 min per ep,PG-13 - Teens 13 or older,8.37,317496.0,193.0,93.0,5924.0,Thursdays at 01:05 (JST),Winter,2017
11416,CoCO & NiCO,Coco & Nico,CoCO & NiCO,TV,Original,Sony Music Entertainment,Kids,Kachidoki Studio,39.0,1 min per ep,G - All Ages,5.5,28.0,10705.0,10395.0,2.0,Fridays at Unknown,Spring,2016
11418,Battery,battery,バッテリー,TV,Novel,Aniplex,Drama,Zero-G,11.0,23 min per ep,PG-13 - Teens 13 or older,5.78,13792.0,8296.0,1991.0,39.0,Fridays at 00:55 (JST),Summer,2016
11419,Fune wo Amu,The Great Passage,舟を編む,TV,Novel,Aniplex,Drama,Zexcs,11.0,22 min per ep,PG-13 - Teens 13 or older,7.68,22393.0,1148.0,1441.0,233.0,Fridays at 00:55 (JST),Fall,2016
11420,Kuzu no Honkai,Scum's Wish,クズの本懐,TV,Manga,Aniplex,Seinen,Lerche,12.0,22 min per ep,R+ - Mild Nudity,7.53,129153.0,1582.0,284.0,3301.0,Fridays at 00:55 (JST),Winter,2017
11422,Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,ロクでなし魔術講師と禁忌教典,TV,Light novel,Media Factory,School,LIDENFILMS,12.0,24 min per ep,R - 17+ (violence & profanity),7.36,155390.0,2246.0,281.0,1816.0,Tuesdays at 20:30 (JST),Spring,2017
11427,Regalia: The Three Sacred Stars,Regalia: The Three Sacred Stars,レガリア The Three Sacred Stars,TV,Original,Sotsu,Mecha,Actas,13.0,24 min per ep,PG-13 - Teens 13 or older,6.02,4838.0,7663.0,2708.0,26.0,Thursdays at 22:00 (JST),Summer,2016
11428,Occultic;Nine,Occultic;Nine,Occultic;Nine －オカルティック・ナイン－,TV,Light novel,Aniplex,Sci-Fi,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,7.04,45499.0,3525.0,685.0,392.0,Sundays at 00:00 (JST),Fall,2016
11429,Aggressive Retsuko,Aggretsuko,アグレッシブ烈子,TV,Original,Sanrio,Comedy,Fanworks,100.0,1 min per ep,PG-13 - Teens 13 or older,7.69,8112.0,1124.0,2327.0,165.0,Saturdays at 12:00 (JST),Spring,2016
11430,Flip Flappers,Flip Flappers,フリップフラッパーズ,TV,Original,Sotsu,Adventure,Studio 3Hz,13.0,23 min per ep,PG-13 - Teens 13 or older,7.75,44441.0,987.0,823.0,1539.0,Thursdays at 21:00 (JST),Fall,2016
11431,Hand Shakers,Hand Shakers,ハンドシェイカー,TV,Original,Frontier Works,Action,GoHands,12.0,23 min per ep,PG-13 - Teens 13 or older,5.66,19465.0,8598.0,1317.0,183.0,Wednesdays at 00:30 (JST),Winter,2017
11433,Natsume Yuujinchou Go,Natsume's Book of Friends Season 5,夏目友人帳 伍,TV,Manga,TV Tokyo,Supernatural,Shuka,11.0,23 min per ep,PG-13 - Teens 13 or older,8.63,36328.0,67.0,1035.0,512.0,Wednesdays at 01:35 (JST),Fall,2016
11436,Yuri!!! on Ice,Yuri!!! On ICE,ユーリ!!! on ICE,TV,Original,Dentsu,Sports,MAPPA,12.0,23 min per ep,PG-13 - Teens 13 or older,8.14,186073.0,399.0,232.0,12182.0,Thursdays at 02:21 (JST),Fall,2016
11438,91 Days,91 Days,91Days,TV,Original,Shochiku,Historical,Shuka,12.0,24 min per ep,R - 17+ (violence & profanity),7.88,130210.0,732.0,275.0,2926.0,Saturdays at 01:55 (JST),Summer,2016
11439,"Neko mo, Onda-ke",Cats are also on dhamak,猫も、オンダケ,TV,4-koma manga,Kadokawa Shoten,Slice of Life,Studio! Cucuri,12.0,1 min per ep,G - All Ages,4.82,59.0,9930.0,10822.0,0.0,Fridays at 15:50 (JST),Spring,2016
11440,Panpaka Pants W-O-New!,Pampaka pants w NEW!,パンパカパンツ WおNEW！,TV,Original,Shizuoka Broadcasting System,Comedy,DLE,26.0,5 min per ep,G - All Ages,4.28,18.0,12577.0,12336.0,0.0,Saturdays at 05:25 (JST),Spring,2016
11441,Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,魔法少女育成計画,TV,Light novel,Genco,Action,Lerche,12.0,24 min per ep,R - 17+ (violence & profanity),7.1,40597.0,3292.0,980.0,491.0,Sundays at 00:00 (JST),Fall,2016
11445,Island,Island,ISLAND,TV,Visual novel,Crunchyroll SC Anime Fund,Sci-Fi,feel.,12.0,23 min per ep,PG-13 - Teens 13 or older,6.52,21676.0,5709.0,1330.0,216.0,Sundays at 22:00 (JST),Summer,2018
11447,Katsugeki/Touken Ranbu,Katsugeki Touken Ranbu,活撃／刀剣乱舞,TV,Card game,Aniplex,Action,ufotable,13.0,23 min per ep,PG-13 - Teens 13 or older,6.8,17006.0,4429.0,1207.0,330.0,Sundays at 00:30 (JST),Summer,2017
11448,Reikenzan: Eichi e no Shikaku,Qualification for Reikenyama wisdom,霊剣山 叡智への資格,TV,Light novel,Haoliners Animation League,Comedy,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,7.04,10077.0,3527.0,2436.0,60.0,Sundays at 00:00 (JST),Winter,2017
11449,Ragnastrike Angels,Raguna Strike Angels,ラグナストライクエンジェルズ,TV,Game,Aniplex,Action,Satelight,12.0,30 sec per ep,PG-13 - Teens 13 or older,4.38,3561.0,10166.0,4067.0,11.0,Sundays at 00:56 (JST),Spring,2016
11450,Touken Ranbu: Hanamaru,Touken Ranbu - Hanamaru,刀剣乱舞-花丸-,TV,Game,Marvelous,Slice of Life,Doga Kobo,12.0,24 min per ep,PG-13 - Teens 13 or older,6.89,10992.0,4071.0,1592.0,395.0,Mondays at 00:00 (JST),Fall,2016
11453,Time Bokan 24,Time Bokan 24,タイムボカン24,TV,Original,Yomiuri Telecasting,Comedy,Tatsunoko Production,24.0,23 min per ep,PG-13 - Teens 13 or older,5.87,635.0,8094.0,6021.0,4.0,Saturdays at 17:30 (JST),Fall,2016
11454,Infini-T Force,Finally-t force,Infini-T Force,TV,Original,Yomiuri Telecasting,Action,Tatsunoko Production,12.0,22 min per ep,PG-13 - Teens 13 or older,6.59,1295.0,5398.0,4767.0,4.0,Wednesdays at 01:59 (JST),Fall,2017
11455,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,ダンガンロンパ3 -The End of 希望ヶ峰学園- 絶望編,TV,Game,,School,Lerche,11.0,23 min per ep,R - 17+ (violence & profanity),7.72,70081.0,1064.0,687.0,2071.0,Thursdays at 23:30 (JST),Summer,2016
11456,Shakunetsu no Takkyuu Musume,Scorching Ping Pong Girls,灼熱の卓球娘,TV,Web manga,TV Tokyo,Sports,Kinema Citrus,12.0,24 min per ep,PG-13 - Teens 13 or older,7.15,12222.0,3098.0,2366.0,105.0,Tuesdays at 01:35 (JST),Fall,2016
11462,Tsukiuta. The Animation,TSUKIUTA. The Animation,ツキウタ。 THE ANIMATION,TV,Music,Movic,Music,Studio Pierrot,13.0,24 min per ep,PG-13 - Teens 13 or older,7.04,4610.0,3537.0,3137.0,164.0,Wednesdays at 23:00 (JST),Summer,2016
11464,Bubuki Buranki: Hoshi no Kyojin,BBK/BRNK: The Gentle Giants of the Galaxy,ブブキ・ブランキ 星の巨人,TV,Original,Dentsu,Action,SANZIGEN,12.0,23 min per ep,PG-13 - Teens 13 or older,6.95,7985.0,3833.0,2910.0,19.0,Saturdays at 21:30 (JST),Fall,2016
11468,B-Project: Kodou*Ambitious,B-PROJECT ~ Beat * Ambicyus-,B-PROJECT～鼓動＊アンビシャス～,TV,Music,Aniplex,Shoujo,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,6.76,9156.0,4602.0,2390.0,176.0,Sundays at 00:30 (JST),Summer,2016
11469,Fate/Extra: Last Encore,Fate/Extra: Last Encore,Fate/EXTRA Last Encore,TV,Game,Aniplex,Action,Shaft,10.0,24 min per ep,R - 17+ (violence & profanity),6.44,30152.0,6021.0,998.0,289.0,Sundays at 00:00 (JST),Winter,2018
11473,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,機動戦士ガンダム 鉄血のオルフェンズ 第2期,TV,Original,Sotsu,Action,Sunrise,25.0,24 min per ep,R - 17+ (violence & profanity),8.27,32366.0,276.0,1428.0,804.0,Sundays at 17:00 (JST),Fall,2016
11488,Wa Wa Wa Wappi-chan,Wa / Wa / Wappi -chan,和・和・和 ワッピちゃん,TV,Original,WOWOW,Kids,,26.0,30 min per ep,G - All Ages,5.64,11.0,13532.0,14406.0,0.0,Unknown,Summer,2006
11490,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,Fairy innocent school that can only be seen by people who are crazy,うんこさん ツイてる人にしか見えない妖精 純情派,TV,Original,,Magic,Kachidoki Studio,13.0,3 min per ep,PG - Children,4.29,21.0,13504.0,12645.0,0.0,Unknown,Winter,2010
11493,Kemono Friends,Kemono Friends,けものフレンズ,TV,Game,TV Tokyo,Adventure,Yaoyorozu,12.0,24 min per ep,PG - Children,7.69,20274.0,1134.0,1604.0,877.0,Wednesdays at 01:35 (JST),Winter,2017
11495,WWW.Working!!,WWW.WAGNARIA!!,WWW.WORKING!!,TV,Web manga,Aniplex,Comedy,A-1 Pictures,13.0,23 min per ep,PG-13 - Teens 13 or older,7.53,43823.0,1591.0,1034.0,225.0,Saturdays at 23:30 (JST),Fall,2016
11496,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,昭和元禄落語心中～助六再び篇～,TV,Manga,Mainichi Broadcasting System,Josei,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,8.84,32191.0,24.0,1068.0,1649.0,Saturdays at 02:25 (JST),Winter,2017
11504,Scared Rider Xechs,Scar Red Rider Zex,スカーレッドライダーゼクス,TV,Visual novel,Sotsu,Adventure,Satelight,12.0,24 min per ep,PG-13 - Teens 13 or older,5.3,2918.0,9340.0,3205.0,18.0,Wednesdays at 01:35 (JST),Summer,2016
11511,Koto Nakare Hero Gingerman,Hero Jinjaman,ことなかれヒーローじんじゃーまん,TV,Original,Amgakuin,Comedy,Kenji Studio,12.0,3 min per ep,G - All Ages,4.5,12.0,11808.0,13911.0,0.0,Mondays at 18:55 (JST),Winter,2009
11549,Battle Girl High School,Battle Girl High School,バトルガール ハイスクール,TV,Game,flying DOG,School,Silver Link.,12.0,23 min per ep,PG-13 - Teens 13 or older,5.9,3077.0,7975.0,3171.0,44.0,Mondays at 00:30 (JST),Summer,2017
11552,Sore Ike! Sabuibo Mask,Soreike!,それいけ! サブイボマスク,TV,Other,,Slice of Life,DLE,8.0,1 min per ep,None,5.0,9.0,13135.0,12344.0,0.0,Fridays at 21:55 (JST),Spring,2016
11560,Lostorage Incited WIXOSS,Lostorage incited WIXOSS,Lostorage incited WIXOSS,TV,Card game,Warner Bros. Japan,Psychological,J.C.Staff,12.0,23 min per ep,R - 17+ (violence & profanity),6.78,14197.0,4518.0,1942.0,75.0,Saturdays at 00:30 (JST),Fall,2016
11564,Fukumenkei Noise,Anonymous Noise,覆面系ノイズ,TV,Manga,Shogakukan Productions,Romance,Brain's Base,12.0,23 min per ep,PG-13 - Teens 13 or older,7.15,22400.0,3077.0,1475.0,419.0,Tuesdays at 23:00 (JST),Spring,2017
11567,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,TV,Manga,Lantis,Slice of Life,Kyoto Animation,13.0,24 min per ep,PG-13 - Teens 13 or older,8.17,244021.0,359.0,134.0,7684.0,Thursdays at 00:00 (JST),Winter,2017
